ID,Title,Interpret,Album,track,year,genre
1176,Sabir,Various Artists,Neredesin Firuze,5,2004,Weltmusik
1177,Beni Affet,Various Artists,Neredesin Firuze,6,2004,Weltmusik
1178,Maskeli Balo,Various Artists,Neredesin Firuze,8,2004,Weltmusik
1179,Garip Yol,Various Artists,Neredesin Firuze,9,2004,Weltmusik
1180,Itirazim Yok,Various Artists,Neredesin Firuze,10,2004,Weltmusik
1181,Garip Arabesk,Various Artists,Neredesin Firuze,11,2004,Weltmusik
1182,Ahirim Sensin,Various Artists,Neredesin Firuze,12,2004,Weltmusik
1183,Çizdim,Various Artists,Neredesin Firuze,13,2004,Weltmusik
1184,Törki Törki,Various Artists,Neredesin Firuze,14,2004,Weltmusik
1185,Tavla,Various Artists,Neredesin Firuze,15,2004,Weltmusik
1186,Yanlizim Dostlarim,Various Artists,Neredesin Firuze,16,2004,Weltmusik
1187,Ayni Cemin Bülbülüyüm,Various Artists,Neredesin Firuze,17,2004,Weltmusik
1188,Inleyen Nameler,Various Artists,Neredesin Firuze,18,2004,Weltmusik
1189,Gaip Arabesk,Various Artists,Neredesin Firuze,19,2004,Weltmusik
1190,N'olur N'olur N'olur,Yasemin Mori,Ya Sonra,6,2011,Türkisch
1191,Deli Divane,Yeliz,En İyileriyle Yeliz,7,2012,Türkisch
1192,Hoş Geldin Bahar,Yeliz,En İyileriyle Yeliz,12,2012,Türkisch
1193,Yalan,Yeliz,45'lik,13,2009,Weltmusik
1194,It's Only A Dream,Yıldıray Gürgen,Ya Sonra,7,2011,Türkisch
1195,Fragman,Yıldıray Gürgen,Ya Sonra,9,2011,Türkisch
1196,Piano Concerto 21,Yıldıray Gürgen,Ya Sonra,12,2011,Türkisch
1197,Barınak,Yıldıray Gürgen,Ya Sonra,13,2011,Türkisch
1198,Cem Funk,Yıldıray Gürgen,Ya Sonra,14,2011,Türkisch
1199,Bana Göre Bir Hayvan,Yıldıray Gürgen,Ya Sonra,16,2011,Türkisch
﻿1200,Stadyum,Yıldıray Gürgen,Ya Sonra,17,2011,Türkisch
1201,Canon,Yıldıray Gürgen,Ya Sonra,18,2011,Türkisch
1202,Didem Beklemede,Yıldıray Gürgen,Ya Sonra,19,2011,Türkisch
1203,Alev Alev Ayrılık,Yıldıray Gürgen,Ya Sonra,21,2011,Türkisch
1204,Piliç Kızartma,Yıldıray Gürgen,Ya Sonra,22,2011,Türkisch
1205,Kalp Kırığı,Yıldıray Gürgen,Ya Sonra,23,2011,Türkisch
1206,Biz Beraberiz,Yıldıray Gürgen,Ya Sonra,24,2011,Türkisch
1207,Uyanış,Yıldıray Gürgen,Ya Sonra,25,2011,Türkisch
1208,Kovalama,Yıldıray Gürgen,Ya Sonra,26,2011,Türkisch
1209,Kavuşma,Yıldıray Gürgen,Ya Sonra,27,2011,Türkisch
1210,Where Is My Mind?,Yoav & Emily Browning,Sucker Punch (Original Motion Picture Soundtrack),7,2011,Soundtracks
1211,Les passants,ZAZ,Zaz,1,2010,Französischer Pop
1212,Je veux,ZAZ,Zaz,2,2010,Französischer Pop
1213,Le long de la route,ZAZ,Zaz,3,2010,Französischer Pop
1214,La fée,ZAZ,Zaz,4,2010,Französischer Pop
1215,Trop sensible,ZAZ,Zaz,5,2010,Französischer Pop
1216,Prends garde à ta langue,ZAZ,Zaz,6,2010,Französischer Pop
1217,Ni oui ni non,ZAZ,Zaz,7,2010,Französischer Pop
1218,Port coton,ZAZ,Zaz,8,2010,Französischer Pop
1219,J'aime à nouveau,ZAZ,Zaz,9,2010,Französischer Pop
1220,Dans ma rue,ZAZ,Zaz,10,2010,Französischer Pop
1221,Éblouie par la nuit,ZAZ,Zaz,11,2010,Französischer Pop
1222,Je veux,ZAZ,Zaz,12,2013,Pop
1223,Forest,Zoë Keating,Into the Trees,1,2010,Klassik
1224,Escape Artist,Zoë Keating,Into the Trees,2,2010,Klassik
1225,Optimist,Zoë Keating,Into the Trees,3,2010,Klassik
1226,The Path,Zoë Keating,Into the Trees,4,2010,Klassik
1227,Lost,Zoë Keating,Into the Trees,5,2010,Klassik
1228,Hello Night,Zoë Keating,Into the Trees,6,2010,Klassik
1229,Don't Worry,Zoë Keating,Into the Trees,7,2010,Klassik
1230,Seven League Boots,Zoë Keating,Into the Trees,8,2010,Klassik
1231,The Last Bird,Zoë Keating,Into the Trees,9,2010,Klassik
1232,Flying & Flocking,Zoë Keating,Into the Trees,10,2010,Klassik
1233,Optimist (Live),Zoë Keating,Into the Trees,11,2010,Klassik
1234,Exurgency,Zoë Keating,One Cello x 16 (EP),1,2004,Klassik
1235,Walking Man,Zoë Keating,One Cello x 16 (EP),2,2004,Klassik
1236,Arrival,Zoë Keating,One Cello x 16 (EP),3,2004,Klassik
1237,Updraught,Zoë Keating,One Cello x 16 (EP),4,2004,Klassik
1238,Coda,Zoë Keating,One Cello x 16 (EP),5,2004,Klassik
1239,Legions (War),Zoë Keating,One Cello x 16: Natoma,1,2005,Klassik
1240,Fern,Zoë Keating,One Cello x 16: Natoma,2,2005,Klassik
1241,Tetrishead,Zoë Keating,One Cello x 16: Natoma,3,2005,Klassik
1242,Sun Will Set,Zoë Keating,One Cello x 16: Natoma,4,2005,Klassik
1243,We Insist,Zoë Keating,One Cello x 16: Natoma,5,2005,Klassik
1244,Legions (Reverie),Zoë Keating,One Cello x 16: Natoma,6,2005,Klassik
1245,Frozen Angels,Zoë Keating,One Cello x 16: Natoma,7,2005,Klassik
1246,Legions (Aftermath),Zoë Keating,One Cello x 16: Natoma,8,2005,Klassik
